offline_datapoint_17 1514444267 24336.000
offline_datapoint_8 1514444267 1258.000
offline_datapoint_27 1514444267 47710208.000
offline_datapoint_25 1514444267 1075589120.000
offline_datapoint_2 1514444265 467.303
offline_datapoint_5 1514444265 3.321
offline_datapoint_6 1514444265 14.614
offline_datapoint_4 1514444267 43470848.000
offline_datapoint_3 1514444267 110620672.000
offline_datapoint_26 1514444267 47710208.000
offline_datapoint_15 1514444267 603.000
offline_datapoint_23 1514444265 12.571
offline_datapoint_22 1514444265 88.345
offline_datapoint_21 1514444265 31648.000
offline_datapoint_20 1514444265 0.126
offline_datapoint_19 1514444265 21.250
offline_datapoint_18 1514444265 0.000
offline_datapoint_12 1514444265 2.850
offline_datapoint_13 1514444265 37.565
offline_datapoint_14 1514444265 60.622
offline_datapoint_9 1514444265 415.032
offline_datapoint_1 1514444267 801910784.000
offline_datapoint_7 1514444267 841805824.000
offline_datapoint_16 1514444265 0.000
offline_datapoint_0 1514444267 77823.000
offline_datapoint_29 1514444267 23620.000
offline_datapoint_28 1514444267 0.000
offline_datapoint_10 1514444265 3901.637
offline_datapoint_24 1514444265 1334.744
offline_datapoint_11 1514444267 13.000
offline_datapoint_17 1514444270 24336.000
offline_datapoint_8 1514444270 1221.000
offline_datapoint_27 1514444270 50487296.000
offline_datapoint_25 1514444270 1123446784.000
offline_datapoint_2 1514444268 18568.218
offline_datapoint_5 1514444268 22.246
offline_datapoint_6 1514444268 133.142
offline_datapoint_4 1514444270 43790336.000
offline_datapoint_3 1514444270 110735360.000
offline_datapoint_26 1514444270 50487296.000
offline_datapoint_15 1514444270 590.000
offline_datapoint_23 1514444268 0.877
offline_datapoint_22 1514444268 99.312
offline_datapoint_21 1514444268 26811.077
offline_datapoint_20 1514444268 0.009
offline_datapoint_19 1514444268 17.284
offline_datapoint_18 1514444268 3.656
offline_datapoint_12 1514444268 0.000
offline_datapoint_13 1514444268 8.031
offline_datapoint_14 1514444268 23.316
offline_datapoint_9 1514444268 194.116
offline_datapoint_1 1514444270 789229568.000
offline_datapoint_7 1514444270 811524096.000
offline_datapoint_16 1514444268 0.000
offline_datapoint_0 1514444270 77823.000
offline_datapoint_29 1514444270 23620.000
offline_datapoint_28 1514444270 0.000
offline_datapoint_10 1514444268 2612.258
offline_datapoint_24 1514444268 283.529
offline_datapoint_11 1514444270 0.000
offline_datapoint_17 1514444273 24336.000
offline_datapoint_8 1514444273 1231.000
offline_datapoint_27 1514444273 47689728.000
offline_datapoint_25 1514444273 1110159360.000
offline_datapoint_2 1514444271 5801.546
offline_datapoint_5 1514444271 4.986
offline_datapoint_6 1514444271 32.907
offline_datapoint_4 1514444273 43732992.000
offline_datapoint_3 1514444273 110759936.000
