49 1514444271 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444272 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444273 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444274 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444275 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444281 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444282 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444283 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444284 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444285 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444291 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444292 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444293 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444294 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444295 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444301 4.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444302 4.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444303 4.000000 -1.000000 -101.000000 0.000000 0.000000
84 1514444301 2.000000 -1.000000 -101.000000 0.000000 0.000000
84 1514444302 2.000000 -1.000000 -101.000000 0.000000 0.000000
84 1514444303 2.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444304 4.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444305 4.000000 -1.000000 -101.000000 0.000000 0.000000
49 1514444306 0.400000 -1.000000 -101.000000 0.000000 0.000000
49 1514444307 0.400000 -1.000000 -101.000000 0.000000 0.000000
49 1514444308 0.400000 -1.000000 -101.000000 0.000000 0.000000
84 1514444304 2.000000 -1.000000 -101.000000 0.000000 0.000000
84 1514444305 2.000000 -1.000000 -101.000000 0.000000 0.000000
84 1514444306 0.400000 -1.000000 -101.000000 0.000000 0.000000
84 1514444307 0.400000 -1.000000 -101.000000 0.000000 0.000000
