42 1514444266 2.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444267 2.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444268 2.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444269 2.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444270 2.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444276 4.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444277 4.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444278 4.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444279 4.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444280 4.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444286 7.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444287 7.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444288 7.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444289 7.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444290 7.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444291 3.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444292 3.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444293 3.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444294 3.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444295 3.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444296 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444297 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444298 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444299 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444300 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444301 4.800000 -1.000000 -101.000000 0.000000 0.000000
42 1514444302 4.800000 -1.000000 -101.000000 0.000000 0.000000
42 1514444303 4.800000 -1.000000 -101.000000 0.000000 0.000000
42 1514444304 4.800000 -1.000000 -101.000000 0.000000 0.000000
42 1514444305 4.800000 -1.000000 -101.000000 0.000000 0.000000
42 1514444306 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444307 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444308 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444309 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444310 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444311 5.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444312 5.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444313 5.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444314 5.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444315 5.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444316 6.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444317 6.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444318 6.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444319 6.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444320 6.000000 -1.000000 -101.000000 0.000000 0.000000
42 1514444321 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444322 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444323 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444324 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444325 5.600000 -1.000000 -101.000000 0.000000 0.000000
42 1514444326 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444327 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444328 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444329 6.400000 -1.000000 -101.000000 0.000000 0.000000
42 1514444330 6.400000 -1.000000 -101.000000 0.000000 0.000000
